name,target,equipment,Level,gym,home,goal,bodyPart,type,sets,cluster
Floor rope climb,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,4,67
Overhead Lat,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,3,67
Around-the-world pull-up,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,3,67
L-sit chin-up,lats,weighted,Beginner,1,0,Gain Muscle,back,weight,4,67
Back Flyes - Gethin Variation,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,4,66
Incline straight-arm pull-over,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Machine high row,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,3,66
AM T-Bar Row,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Assisted Single-Arm Pull-Up,lats,weighted,Advanced,1,0,Gain Muscle,back,weight,3,43
Assisted Single-Arm Chin-Up,lats,weighted,Advanced,1,0,Gain Muscle,back,weight,5,43
Holman Renegade Punch-Under,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,3,66
Holman Renegade Row to Split Jump,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,3,66
Holman Dirty Dog to Renegade Row,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,4,66
Holman Renegade Row to Side Punch to Forward Punch,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Standing dumbbell knee crunch,lats,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Close-grip pull-down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Shotgun row,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Close-Grip Front Lat Pulldown,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Straight-arm rope pull-down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Lat pull-down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Straight-Arm Pulldown,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,4,66
Single-arm kneeling lat pull-down,lats,cable,Beginner,1,0,Gain Muscle,back,weight,3,67
Elevated Cable Rows,lats,cable,Beginner,1,0,Gain Muscle,back,weight,3,67
Full Range-Of-Motion Lat Pulldown,lats,cable,Beginner,1,0,Gain Muscle,back,weight,5,67
Kneeling lat pull-down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Behind-the-neck pull-down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Straight-arm cable pull-over,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Cable Straight-Arm Pulldown - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Rope Lat Pull-down - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Straight-Arm Pull-Down - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
High-cable standing row,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,4,66
Lat Pull-down - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Wide-Grip Lat Pull-Down - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Behind-The-Neck Pull-Down - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Single-Arm Cable Row - Gethin Variation,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Scapular Rows,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,4,66
Standing V-Grip Cable Rows,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
AM Close-Grip Pull-Down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
AM Wide-Grip Pull-Down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
UP Lat Pull-Down,lats,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Reverse-grip lat pull-down,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,3,66
Machine seated row,lats,Machine,Beginner,1,0,Gain Muscle,back,weight,5,67
Machine-assisted pull-up,lats,Machine,Beginner,1,0,Gain Muscle,back,weight,4,67
Single-arm pull-down,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,4,66
Chest-Supported Smith Machine Row - Gethin Variation,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,5,66
Single-arm machine high row,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,4,66
Machine Pull-Over - Gethin Variation,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,4,66
Seated Machine Row - Gethin Variation,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,3,66
Wide-Grip Machine Row,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,5,66
King Maker Lat Pull-Down,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,3,66
Robertson Half-Kneeling Landmine Press,lats,Machine,Intermediate,1,0,Gain Muscle,back,weight,4,66
Pullups,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Pull-up,lats,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Muscle Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Rope climb,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Wide-Grip Rear Pull-Up,lats,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Side To Side Chins,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Neutral-grip pull-up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Kipping Muscle Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
One Arm Against Wall,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
One Handed Hang,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Standing side bend stretch,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Burpee to pull-up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Negative pull-up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Chin-Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Superman Lat Pull,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
AM Pull-Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
UP Chin-Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Holman Alternating Forward and Side Punch,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Jump to pull-up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Bent-over scapular slide,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Iron cross stretch,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Total Fitness Standing Lat Stretch,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
King Maker Pull-Up,lats,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Medicine ball slam,lats,medicine ball,Intermediate,1,0,Gain Muscle,back,weight,5,66
Catch and Overhead Throw,lats,medicine ball,Beginner,1,0,Gain Muscle,back,weight,4,67
FYR2 Bent-Over Medicine Ball Slam,lats,medicine ball,Intermediate,1,0,Gain Muscle,back,weight,4,66
Dynamic Back Stretch,lats,body weight,Beginner,1,1,Gain Muscle,back,duration,3,67
Chair Lower Back Stretch,lats,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Side-Lying Floor Stretch,lats,body weight,Beginner,1,1,Gain Muscle,back,duration,3,67
Band good morning-,Lower Back,band,Intermediate,1,1,Gain Muscle,back,duration,5,66
FYR2 Monster Banded Good Morning,Lower Back,band,Intermediate,1,1,Gain Muscle,back,duration,5,66
Band deadlift,Lower Back,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
Lower back SMR,Lower Back,Foam Roll,Intermediate,1,1,Gain Muscle,back,duration,4,66
Barbell deficit deadlift,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3,67
Deadlift with Bands,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,5,67
Deadlift with Chains,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3,67
Rack Pull with Bands,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4,67
Rack pull,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Seated Good Mornings,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3,67
Stiff Leg Barbell Good Morning,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,5,67
Reverse Band Deadlift,Lower Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3,67
Paul Carter Romanian Deadlift,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
TBS Good Morning,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
TBS Romanian Deadlift,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Barbell deadlift-,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Deadlift - Gethin Variation,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Barbell good morning,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
UP Conventional Deadlift,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
30 Day Back Barbell Rack Pull,Lower Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
FYR Sumo Deadlift High Pull,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Kettlebell deadlift,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
HM Kettlebell Swing,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
KV Romanian Deadlift with Kettlebell,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Kettlebell Good Morning,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
FYR2 Kettlebell Romanian Deadlift,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
FYR2 Kettlebell Staggered-Stance Deadlift,Lower Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Dumbbell Fix Dumbbell Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Dumbbell skier,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
TBS Dumbbell Romanian Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
UNS Dumbbell Romanian Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Holman Slow Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Deadlift to Overhead Press,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Holman Staggered-Stance Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Holman Deadlift to Front Raise,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Deadlift to Chest Press,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Deadlift to Squat Thrust,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Holman Deadlift to Biceps Curl,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Dumbbell kickstand deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Single-leg stiff-legged deadlift to row,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
FYR2 Dumbbell Deadlift,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Lower Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Atlas Stones,Lower Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Axle Deadlift,Lower Back,weighted,Beginner,1,0,Gain Muscle,back,weight,4,67
Atlas Stone Trainer,Lower Back,weighted,Beginner,1,0,Gain Muscle,back,weight,5,67
Partner Flat-Bench Back Extension,Lower Back,weighted,Beginner,1,0,Gain Muscle,back,weight,4,67
Keg Load,Lower Back,weighted,Beginner,1,0,Gain Muscle,back,weight,5,67
Partner bench back extension,Lower Back,weighted,Beginner,1,0,Gain Muscle,back,weight,5,67
Rack Pull - Gethin Variation,Lower Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
Hex Bar Deadlift - Gethin Variation,Lower Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4,66
Holman Deadlift,Lower Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,5,66
ACFT Low-handle trap bar deadlift,Lower Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4,66
Neutral-grip lat pull-down,Lower Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Seated cable deadlift,Lower Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3,66
Cable stiff-legged deadlift,Lower Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Single-leg cable stiff-legged deadlift,Lower Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4,66
UNS Banded Dumbbell Romanian Deadlift,Lower Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5,66
Seated Back Extension,Lower Back,Machine,Beginner,1,0,Gain Muscle,back,weight,4,67
Back extension,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Hyperextensions With No Hyperextension Bench,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Superman,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Hug A Ball,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Child's pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Pelvic Tilt Into Bridge,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Hug Knees To Chest,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Pyramid,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Partner Superman with alternating high-five,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Yoga plex,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
TBS Back Extension,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Lower Back Stretch - Yates Variation,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Hyperextension - Gethin Variation,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
Back Extension - Gethin Variation,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
HM Banana Stretch,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
HM T-Spine Stretch on Wall,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
HM Child's Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4,66
HM Cobra,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Cobra With Arm Retraction,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Dive-Bomber,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
HM Downward-Facing Dog Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Downward Dog To Left Leg Extension To Warrior Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
HM Downward Dog To Right Leg Extension To Warrior Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Spine Twist,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Good Morning,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Rag Doll,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
HM Upward-Facing Dog Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Superman-,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
Weighted back extension,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
MetaBurn Alternating Superman,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5,66
MetaBurn Swimmer,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3,66
Dancer's Stretch,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Cat Stretch,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,5,67
Crossover Reverse Lunge,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,3,67
Standing Pelvic Tilt,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,3,67
Exercise ball weighted hyperextension,Lower Back,Exercise Ball,Beginner,1,1,Gain Muscle,back,duration,3,67
Exercise ball rear delt fly,Lower Back,Exercise Ball,Intermediate,1,1,Gain Muscle,back,duration,5,66
Lying rear delt Y,Lower Back,Exercise Ball,Intermediate,1,1,Gain Muscle,back,duration,3,66
Partner Facing Feet-Elevated Side Plank With Band Row,Middle Back,band,Beginner,1,1,Gain Muscle,back,duration,5,67
Partner side plank band row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
Band-assisted chin-up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,4,66
30 Back Band-Assisted Pull-Up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
30 Back Reverse-Grip Band-Assisted Pull-Up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,5,66
Band bent-over row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,4,66
Heavy band bent-over row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,3,66
Reverse-grip bent-over row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
One-Arm Long Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Bent Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
Yates Row Reverse Grip,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,5,67
Pendlay Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Straight Bar Bench Mid Rows,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4,67
Barbell seal row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
Yates Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4,67
Plate Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4,67
Barbell Deadlift Bent Row Complex,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3,67
Single-Arm Landmine Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4,67
TBS T-Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
TBS Deficit Deadlift,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
Bent-Over Barbell Row - Gethin Variation,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Barbell bent-over row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
UN Barbell Rack Pull,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
UN Barbell Scrape The Rack,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4,66
Barbell deadlift bent-over row complex,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
30 Back Barbell Deadlift,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
30 Back Bent-Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3,66
30 Back T-Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
30 Back Underhand Bent-Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Kettlebell alternating renegade row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Alternating Kettlebell Row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
Two-Arm Kettlebell Row,Middle Back,kettlebell,Beginner,1,0,Gain Muscle,back,weight,5,67
Kettlebell bent-over row to clean,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
UP Deficit Kettlebell Stiff-Legged Deadlift,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
FYR2 Double-Kettlebell Swing Clean,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4,66
Single-arm kettlebell row-,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5,66
FYR2 Ascending-Rep Swing-Squat Complex,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3,66
One-Arm Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4,66
Incline dumbbell row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3,66
Bent Over Two-Dumbbell Row With Palms In,Middle Back,dumbbell,Beginner,1,1,Gain Muscle,back,weight,5,67
Man-maker,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
Dumbbell bent-over row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5,66
