goal,level,gender,Equipment Required,Day 1 Body Parts,Day 2 Body Parts,Day 3 Body Parts,Day 4 Body Parts,Day 5 Body Parts,Day 6 Body Parts,Day 7 Body Parts
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells, EZ Bar","-, upper legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, waist","-, upper legs, lower legs, upper legs, upper legs, lower legs, upper legs, lower legs, waist","-, chest, chest, chest, upper arms, upper arms, upper arms, upper arms","-, back, back, back, upper legs, upper legs, waist","-, shoulders, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms","-, upper legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, waist","-, upper legs, lower legs, upper legs, upper legs, lower legs, upper legs, lower legs, waist"
Gain Muscle,Intermediate,Male,"Barbell, Bodyweight, Cables, Dumbbells, Machines","chest, back, shoulders, shoulders, shoulders, back, waist, waist, waist","lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper legs, upper legs, lower legs, upper legs, upper arms, upper arms, upper arms, upper arms, waist, waist, waist","chest, back, shoulders, shoulders, shoulders, back, waist, waist, waist","lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper legs, upper legs, lower legs, upper legs, upper arms, upper arms, upper arms, upper arms, waist, waist, waist","chest, back, shoulders, shoulders, shoulders, back, waist, waist, waist","lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, upper legs, upper legs, lower legs, upper legs, upper arms, upper arms, upper arms, upper arms, waist, waist, waist","chest, back, shoulders, shoulders, shoulders, back, waist, waist, waist"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, chest, back, back, shoulders, back, shoulders, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, waist","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, chest, back, back, shoulders, back, shoulders, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, waist","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, chest, back, back, shoulders, back, shoulders, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist, waist","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, lower arms, upper arms, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines",back,"upper legs, lower legs, upper legs, lower legs, upper legs, lower legs","-, -, chest, -","upper arms, upper arms","upper arms, upper arms","shoulders, shoulders, shoulders","back, back, back, back, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Cables, Dumbbells, EZ Bar, Machines","chest, chest, chest, upper arms, upper arms","upper arms, upper arms, back, back, upper arms, upper arms, back","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs","shoulders, shoulders, shoulders, back, upper legs, lower legs","chest, chest, chest, upper arms, upper arms","upper arms, upper arms, back, back, upper arms, upper arms, back","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs"
Gain Muscle,Advanced,Male & Female,"Barbell, Dumbbells, EZ Bar, Machines","-, chest, -, upper arms, upper arms","-, back, -, upper arms, upper arms","-, upper legs, -, shoulders","-, chest, -, upper arms, upper arms","-, back, -, upper arms, upper arms","-, upper legs, -, shoulders","-, chest, -, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells","-, -, lower arms, upper arms","-, -, lower arms, upper arms","-, -, lower arms, upper arms","-, -, lower arms, upper arms","-, -, lower arms, upper arms","-, -, lower arms, upper arms","-, -, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Bands, Barbell, Bodyweight","shoulders, shoulders, shoulders, chest, upper arms, upper arms, chest","chest, back, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, back","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower arms, upper arms, waist, waist","shoulders, shoulders, shoulders, chest, upper arms, upper arms, chest","chest, back, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, back","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower arms, upper arms, waist, waist","shoulders, shoulders, shoulders, chest, upper arms, upper arms, chest"
Gain Muscle,Intermediate,Male & Female,"Barbell, Dumbbells, EZ Bar, Machines, Other","-, -, -, chest, chest, chest, upper arms, upper arms","-, upper legs, lower legs, upper legs, lower legs, back, back, upper arms, upper arms","-, upper legs, upper legs, upper legs, lower arms, upper arms","-, -, -, chest, chest, chest, upper arms, upper arms","-, upper legs, lower legs, upper legs, lower legs, back, back, upper arms, upper arms","-, upper legs, upper legs, upper legs, lower arms, upper arms","-, -, -, chest, chest, chest, upper arms, upper arms"
Gain Muscle,Intermediate,Male,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, upper legs, -, upper legs, upper legs, -, upper legs, upper legs, -, back, back, -, back, back","-, chest, -, chest, chest, -, chest, chest, -, shoulders, shoulders, -, shoulders, shoulders","-, upper legs, lower legs, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, lower legs, upper legs, -, back, back, -, lower arms, upper arms, lower arms, upper arms","-, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms, -, upper arms, upper arms, upper arms, upper arms","-, upper legs, -, upper legs, upper legs, -, upper legs, upper legs, -, back, back, -, back, back","-, chest, -, chest, chest, -, chest, chest, -, shoulders, shoulders, -, shoulders, shoulders","-, upper legs, lower legs, -, upper legs, lower legs, upper legs, lower legs, -, upper legs, lower legs, upper legs, -, back, back, -, lower arms, upper arms, lower arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","-, chest, -, chest, chest, chest, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, lower arms, upper arms","-, upper legs, -, upper legs, upper legs, lower legs, upper legs, lower legs, -, shoulders, shoulders, shoulders, -, waist","-, upper legs, lower legs, -, back, back, back, -, back, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, chest, -, chest, chest, chest, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, lower arms, upper arms","-, upper legs, -, upper legs, upper legs, lower legs, upper legs, lower legs, -, shoulders, shoulders, shoulders, -, waist","-, upper legs, lower legs, -, back, back, back, -, back, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","-, chest, -, chest, chest, chest, -, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, -, lower arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines",back,"upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, shoulders, shoulders","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, back, back, upper arms, upper arms, back","chest, chest, upper arms, upper arms, upper arms, upper arms, chest, upper arms, upper arms",back,"upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, shoulders, shoulders"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells","back, upper legs, lower legs, chest, back, chest","back, upper legs, lower legs, chest, back, chest","back, upper legs, lower legs, chest, back, chest","back, upper legs, lower legs, chest, back, chest","back, upper legs, lower legs, chest, back, chest",,
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Kettle Bells, Other","upper legs, shoulders, back, chest, upper legs, lower legs, back, waist","upper legs, lower legs, back, upper legs, back, upper legs, lower legs, -","upper legs, shoulders, back, chest, upper legs, lower legs, back, waist","upper legs, lower legs, back, upper legs, back, upper legs, lower legs, -","upper legs, shoulders, back, chest, upper legs, lower legs, back, waist","upper legs, lower legs, back, upper legs, back, upper legs, lower legs, -","upper legs, shoulders, back, chest, upper legs, lower legs, back, waist"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","shoulders, shoulders, shoulders, shoulders, back, back","upper legs, lower legs, back, back, back, back, upper legs","chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","shoulders, shoulders, shoulders, shoulders, back, back","upper legs, lower legs, back, back, back, back, upper legs"
 Lose Weight,Beginner,Female,"Barbell, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines","chest, back, shoulders, upper arms, upper arms, upper arms, upper arms, waist","upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms, waist","back, chest, shoulders, upper arms, upper arms, upper arms, upper arms, waist","upper legs, upper legs, lower legs, upper legs, upper legs, upper legs, lower arms, upper arms, waist","chest, back, shoulders, upper arms, upper arms, upper arms, upper arms, waist","upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms, waist","back, chest, shoulders, upper arms, upper arms, upper arms, upper arms, waist"
 Lose Weight,Beginner,Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Machines","upper legs, upper legs, upper legs, upper legs, upper legs","back, back, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, upper legs, lower legs, upper legs, upper legs","chest, chest, chest, shoulders, shoulders","upper legs, lower legs, upper legs, upper legs, upper arms, upper arms, upper arms, upper arms","waist, waist, waist, waist","upper legs, upper legs, upper legs, upper legs, upper legs"
 Lose Weight,Intermediate,Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, upper legs, -, upper legs","waist, upper legs, waist, upper legs, -, upper legs, waist","back, shoulders, shoulders, chest, back, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms","waist, upper legs, waist, upper legs, -, upper legs, waist","back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
 Lose Weight,Beginner,Female,"Bands, Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Exercise Ball, Machines","upper legs, upper legs, upper legs, shoulders, back, back","upper legs, upper legs, upper legs","upper legs, upper legs, lower legs, upper legs, chest, back, back","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, back, shoulders, shoulders, shoulders","waist, waist, waist","upper legs, upper legs, upper legs, lower legs, back, chest, shoulders"
Gain Muscle,Intermediate,Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","shoulders, shoulders, chest, chest, upper arms, upper arms","back, back, back, back, upper arms, upper arms, waist, waist","upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms, lower arms, upper arms","shoulders, shoulders, chest, chest, upper arms, upper arms, upper arms, upper arms, waist, waist","back, back, shoulders, back, back, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms","shoulders, shoulders, chest, chest, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","upper legs, lower legs, upper legs, back, chest, back, upper legs, upper legs","upper legs, upper legs, lower legs, back, upper arms, upper arms, shoulders, upper legs, lower legs, upper legs","upper legs, upper legs, back, shoulders, -, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, back, chest, back, upper legs, upper legs","upper legs, upper legs, lower legs, back, upper arms, upper arms, shoulders, upper legs, lower legs, upper legs","upper legs, upper legs, back, shoulders, -, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, back, chest, back, upper legs, upper legs"
